,token,label
14643,Категорія,O
14644,Молитовний,O
14645,напис,I-inscription_type
14646,Графіті,B-inscription
14647,№,O
14648,497,O
14649,табл,O
14650,LХІІ,O
14651,1,O
14652,Розташування,B-other
14653,Висота,O
14654,від,O
14655,сучасної,O
14656,підлоги,O
14657,78,O
14658,см,O
14659,відстань,O
14660,від,O
14661,лівого,O
14662,кута,O
14663,64,O
14664,см,O
14665,Опис,B-inscription
14666,На,O
14667,поверхні,O
14668,фрески,I-object_type
14669,досить,O
14670,великими,O
14671,літерами,O
14672,виконаний,O
14673,напис,I-inscription_type
14674,Андреи,O
14675,проопоп,O
14676,Андрій,O
14677,протопоп,O
14678,Датування,B-dating_criteria
14679,Кінець,O
14680,XV,O
14681,кінець,O
14682,XVІ,O
14683,ст.,O
14684,за,O
14685,формою,O
14686,написання,O
14687,а,O
14688,з,I-object_type
14689,горизонталь-,O
14690,ною,O
14691,перемичкою,O
14692,е,O
14693,у,I-object_type
14694,вигляді,O
14695,дзеркальної,O
14696,трійки,O
14697,и,O
14698,з,I-object_type
14699,діагональною,O
14700,та,O
14701,н,O
14702,з,I-object_type
14703,горизон-,O
14704,тально,O
14705,перемичками,O
14706,п,O
14707,з,I-object_type
14708,виступом,O
14709,зверху,O
14710,триногої,O
14711,т,O
14712,Категорія,O
14713,Пам'ятний,O
14714,напис,I-inscription_type
14715,Графіті,B-inscription
14716,№,O
14717,502,O
14718,табл,O
14719,LХІІ,O
14720,2,O
14721,Публікації,O
14722,В.,O
14723,Корнієнко157,O
14724,Розташування,B-other
14725,Висота,O
14726,від,O
14727,сучасної,O
14728,підлоги,O
14729,96,O
14730,см,O
14731,відстань,O
14732,від,O
14733,лівого,O
14734,кута,O
14735,56,O
14736,см,O
14737,Опис,B-inscription
14738,Збереженість,O
14739,напису,I-preservation_state
14740,добра,I-inscription_type
14741,його,O
14742,складові,O
14743,чітко,O
14744,читаються,O
14745,ст͠хъм҃мчⷩкъ,O
14746,З,O
14747,розбивкою,O
14748,на,I-inscription_type
14749,слова,O
14750,текст,O
14751,виглядає,O
14752,таким,O
14753,чином,O
14754,С(вѧ)т(ы)хъ,O
14755,м҃,O
14756,м(оу)ч(е)н(и)къ,O
14757,Святих,O
14758,40,O
14759,мучеників,O
14760,Датування,B-dating_criteria
14761,Друга,O
14762,чверть,O
14763,XІІ,O
14764,ст.,O
14765,за,O
14766,формою,O
14767,написання,O
14768,х,O
14769,у,I-object_type
14770,вигляді,O
14771,ножиць,O
14772,з,I-object_type
14773,засічками,O
14774,ч,O
14775,у,I-object_type
14776,вигляді,O
14777,пласкої,O
14778,чаші,O
14779,Категорія,O
14780,Підпис,O
14781,до,O
14782,фрескового,O
14783,образу,O
14784,Графіті,B-inscription
14785,№,O
14786,503,O
14787,табл,O
14788,LХІІ,O
14789,3,O
14790,Публікації,O
14791,В.,O
14792,Корнієнко158,O
14793,Розташування,B-other
14794,Висота,O
14795,від,O
14796,сучасної,O
14797,підлоги,O
14798,96,O
14799,см,O
14800,відстань,O
14801,від,O
14802,лівого,O
14803,кута,O
14804,58,O
14805,см,O
14806,Опис,B-inscription
14807,Біля,O
14808,останнього,O
14809,слова,O
14810,попереднього,O
14811,напису,I-preservation_state
14812,в,O
14813,два,O
14814,рядки,O
14815,виконане,O
14816,слово,O
14817,м(оу)ч(е)н(и)ка,O
14818,мучеників,O
14819,яке,O
14820,слід,O
14821,тлумачити,O
14822,як,O
14823,виправлення,O
14824,до,O
14825,тексту,O
14826,графіті,B-inscription_type
14827,№,O
14828,502,O
14829,На,O
14830,думку,O
14831,його,O
14832,автора,O
14833,множина,O
14834,від,O
14835,слова,O
14836,мѫченикъ,O
14837,буде,O
14838,не,O
14839,мчⷩкъ,O
14840,а,O
14841,мчнка,O
14842,Датування,B-dating_criteria
14843,Друга,O
14844,чверть,O
14845,XІІ,O
14846,ст.,O
14847,за,O
14848,формою,O
14849,написання,O
14850,ч,O
14851,у,I-object_type
14852,вигляді,O
14853,пласкої,O
14854,чаші,O
14855,та,O
14856,змістовним,O
14857,зв'язком,O
14858,з,I-object_type
14859,попереднім,O
14860,текстом,O
14861,Категорія,O
14862,Підпис,O
14863,до,O
14864,фрескового,O
14865,образу,O
14866,Графіті,B-inscription
14867,№,O
14868,504,O
14869,табл,O
14870,LХІІІ,O
14871,1,O
14872,Розташування,B-other
14873,Висота,O
14874,від,O
14875,сучасної,O
14876,підлоги,O
14877,101	5,O
14878,см,O
14879,відстань,O
14880,від,O
14881,лівого,O
14882,кута,O
14883,Опис,B-inscription
14884,Незважаючи,O
14885,на,I-inscription_type
14886,пошкодження,O
14887,тиньку,O
14888,іншим,O
14889,графіті,B-inscription_type
14890,складові,O
14891,напису,I-preservation_state
14892,збе-,O
14893,реглись,O
14894,добре,O
14895,і,O
14896,чітко,O
14897,простежуються,O
14898,завдяки,O
14899,чому,O
14900,можемо,O
14901,встановити,O
14902,що,O
14903,тут,O
14904,була,O
14905,виконана,O
14906,традиційна,B-inscription_type
14907,форма,O
14908,молитви,O
14909,Госьподи,O
14910,помоꙁи,O
14911,Господи,O
14912,поможи,O
14913,Датування,B-dating_criteria
14914,Друга,O
14915,чверть,O
14916,XІ,O
14917,кінець,O
14918,ХІІ,O
14919,ст.,O
14920,за,O
14921,формою,O
14922,написання,O
14923,нахиленої,O
14924,праворуч,O
14925,з,I-object_type
14926,із,O
14927,переломом,O
14928,Категорія,O
14929,Молитовний,O
14930,напис,I-inscription_type
14931,Графіті,B-inscription
14932,№,O
14933,505,O
14934,табл,O
14935,LХІІІ,O
14936,2,O
14937,Розташування,B-other
14938,Висота,O
14939,від,O
14940,сучасної,O
14941,підлоги,O
14942,115,O
14943,см,O
14944,відстань,O
14945,від,O
14946,лівого,O
14947,кута,O
14948,65,O
14949,см,O
14950,Опис,B-inscription
14951,На,O
14952,поверхні,O
14953,фрески,I-object_type
14954,прокреслене,O
14955,дієслово,O
14956,звернення,I-inscription_type
14957,помѧн(и,O
14958,пом'яни,O
14959,Вигляд,O
14960,поверхні,O
14961,тиньку,O
14962,біля,O
14963,літер,O
14964,вказує,O
14965,що,O
14966,текст,O
14967,містив,O
14968,тільки,O
14969,ці,O
14970,складові,O
14971,Датування,B-dating_criteria
14972,Друга,O
14973,чверть,O
14974,XІ,O
14975,кінець,O
14976,ХV,O
14977,ст.,O
14978,за,O
14979,формою,O
14980,написання,O
14981,н,O
14982,з,I-object_type
14983,нахиле-,O
14984,ною,O
14985,перемичкою,O
14986,Категорія,O
14987,Молитовний,O
14988,напис,I-inscription_type
14989,Графіті,B-inscription
14990,№,O
14991,506,O
14992,табл,O
14993,LХІІІ,O
14994,3,O
14995,Публікації,O
14996,В.,O
14997,Корнієнко159,O
14998,Розташування,B-other
14999,Висота,O
15000,від,O
15001,сучасної,O
15002,підлоги,O
15003,107	5,O
15004,см,O
15005,відстань,O
15006,від,O
15007,лівого,O
15008,кута,O
15009,Опис,B-inscription
15010,Збереженість,O
15011,напису,I-preservation_state
15012,доволі,O
15013,добра,I-inscription_type
15014,його,O
15015,складові,O
15016,чітко,O
15017,простежуються,O
15018,ст͠моученщ,O
15019,|,O
15020,молтезарабасво,O
15021,|,O
15022,егована,O
15023,З,O
15024,розбивкою,O
15025,на,I-inscription_type
15026,слова,O
15027,текст,O
15028,виглядає,O
15029,таким,O
15030,чином,O
15031,С(вѧ)ти,O
15032,моученищи,O
15033,молите,O
15034,за,O
15035,раба,O
15036,своего,O
15037,Ивана,O
15038,Святі,O
15039,мученики,O
15040,моліть,O
15041,за,O
15042,раба,O
15043,свого,O
15044,Івана,O
15045,Датування,B-dating_criteria
15046,Друга,O
15047,третина,O
15048,XІІ,O
15049,початок,O
15050,ХІІІ,O
15051,ст.,O
15052,за,O
15053,формою,O
15054,написання,O
15055,а,O
15056,з,I-object_type
15057,по-,O
15058,криттям,O
15059,в,O
15060,з,I-object_type
15061,виступом,O
15062,зверху,O
15063,та,O
15064,з,I-object_type
15065,нижньою,O
15066,петлею,O
15067,що,O
15068,скісна,O
15069,до,O
15070,щогли,I-object_type
15071,г,O
15072,з,I-object_type
15073,виступом,O
15074,зверху,O
15075,вертикальної,O
15076,з,I-object_type
15077,із,O
15078,переломом,O
15079,и,O
15080,та,O
15081,н,O
15082,з,I-object_type
15083,довгими,O
15084,засічками,O
15085,прямолінійної,O
15086,р,O
15087,з,I-object_type
15088,ок-,O
15089,руглою,O
15090,петлею,O
15091,оу,O
15092,зі,O
15093,зменшеним,O
15094,о,O
15095,щ,O
15096,з,I-object_type
15097,виступаючим,O
15098,над,O
15099,рядком,O
15100,хвостом,O
15101,Категорія,O
15102,Молитовний,O
15103,напис,I-inscription_type
15104,Графіті,B-inscription
15105,№,O
15106,507,O
15107,табл,O
15108,LХІV,O
15109,1,O
15110,Розташування,B-other
15111,Висота,O
15112,від,O
15113,сучасної,O
15114,підлоги,O
15115,108,O
15116,см,O
15117,відстань,O
15118,від,O
15119,лівого,O
15120,кута,O
15121,Опис,B-inscription
15122,На,O
15123,поверхні,O
15124,фрески,I-object_type
15125,прокреслене,O
15126,особове,O
15127,та,O
15128,родове,O
15129,імена,O
15130,автора,O
15131,Teodor,O
15132,Woronkowsky,O
15133,Федір,O
15134,Воронковський,O
15135,Особа,O
15136,автора,O
15137,наразі,O
15138,не,O
15139,ідентифікована,O
15140,Датування,B-dating_criteria
15141,Кінець,O
15142,XVІ,O
15143,кінець,O
15144,ХVІІ,O
15145,ст.,O
15146,формою,O
15147,прорізів,O
15148,та,O
15149,фактом,O
15150,вживання,O
15151,латиниці,O
15152,Категорія,O
15153,Пам'ятний,O
15154,напис,I-inscription_type
15155,Графіті,B-inscription
15156,№,O
15157,508,O
15158,табл,O
15159,LХV,O
15160,1,O
15161,Публікації,O
15162,В.,O
15163,Корнієнко160,O
15164,Розташування,B-other
15165,Висота,O
15166,від,O
15167,сучасної,O
15168,підлоги,O
15169,87,O
15170,см,O
15171,відстань,O
15172,від,O
15173,лівого,O
15174,кута,O
15175,11	5,O
15176,см,O
15177,Опис,B-inscription
15178,Права,O
15179,частина,I-other
15180,напису,I-preservation_state
15181,знищена,O
15182,обвалом,O
15183,тиньку,O
15184,ст͠:м҃--------,O
15185,|,O
15186,ꙁам---------,O
15187,З,O
15188,розбивкою,O
15189,на,I-inscription_type
15190,слова,O
15191,та,O
15192,відновленням,O
15193,втрачених,O
15194,фрагментів,O
15195,наявний,O
15196,текст,O
15197,ви-,O
15198,глядає,O
15199,таким,O
15200,чином,O
15201,С(вѧ)тии,O
15202,м҃,O
15203,за,O
15204,м[ѧ,O
15205,Святі,O
15206,40,O
15207,за,O
15208,мене,O
15209,Датування,B-dating_criteria
15210,Кінець,O
15211,XІ,O
15212,кінець,O
15213,ХІІ,O
15214,ст.,O
15215,формою,O
15216,написання,O
15217,а,O
15218,з,I-object_type
15219,видовженою,O
15220,вгору,O
15221,спинкою,O
15222,нахиленої,O
15223,ліворуч,O
15224,з,I-object_type
15225,із,O
15226,переломом,O
15227,та,O
15228,м,O
15229,з,I-object_type
15230,провисаючою,O
15231,петлею,O
15232,Категорія,O
15233,Молитовний,O
15234,напис,I-inscription_type
15235,Графіті,B-inscription
15236,№,O
15237,509,O
15238,табл,O
15239,LХІV,O
15240,2,O
15241,Розташування,B-other
15242,Висота,O
15243,від,O
15244,сучасної,O
15245,підлоги,O
15246,89,O
15247,см,O
15248,відстань,O
15249,від,O
15250,лівого,O
15251,кута,O
15252,110,O
15253,см,O
15254,Опис,B-inscription
15255,Доволі,O
15256,великий,O
15257,напис,I-inscription_type
15258,витягнутий,O
15259,в,O
15260,один,O
15261,рядок,O
15262,зберігся,O
15263,доволі,O
15264,добре,O
15265,його,O
15266,складові,O
15267,чітко,O
15268,читаються,O
15269,гипоⷨзирабусвоемуⷪпетрухромомуⷪмисативседоброе,O
15270,З,O
15271,розбивкою,O
15272,на,I-inscription_type
15273,слова,O
15274,текст,O
15275,виглядає,O
15276,таким,O
15277,чином,O
15278,Г(оспод)и,O
15279,пом(о)зи,O
15280,рабу,O
15281,своемоу,O
15282,Петру,O
15283,хромомоу,O
15284,писати,O
15285,все,O
15286,доброе,O
15287,Господи,O
15288,поможи,O
15289,рабу,O
15290,своєму,O
15291,Петру,O
15292,кульгавому,O
15293,писати,O
15294,все,O
15295,добре,O
15296,Датування,B-dating_criteria
15297,Друга,O
15298,чверть,O
15299,кінець,O
15300,XV,O
15301,ст.,O
15302,формою,O
15303,написання,O
15304,а,O
15305,з,I-object_type
15306,видовженою,O
15307,вертикальною,O
15308,спинкою,O
15309,и,O
15310,з,I-object_type
15311,діагональною,O
15312,перемичкою,O
15313,прямолінійної,O
15314,р,O
15315,з,I-object_type
15316,петлею,O
15317,кутом,O
15318,донизу,O
15319,а,O
15320,також,O
15321,за,O
15322,структурою,O
15323,формули,O
15324,Категорія,O
15325,Молитовний,O
15326,напис,I-inscription_type
15327,Графіті,B-inscription
15328,№,O
15329,510,O
15330,табл,O
15331,LХV,O
15332,2,O
15333,Розташування,B-other
15334,Висота,O
15335,від,O
15336,сучасної,O
15337,підлоги,O
15338,92,O
15339,см,O
15340,відстань,O
15341,від,O
15342,лівого,O
15343,кута,O
15344,107,O
15345,см,O
15346,Опис,B-inscription
15347,Незважаючи,O
15348,на,I-inscription_type
15349,пошкодження,O
15350,тиньку,O
15351,напис,I-inscription_type
15352,зберігся,O
15353,доволі,O
15354,добре,O
15355,тꙋтъ,O
15356,быⷧ,O
15357,раⷠ,O
15358,б͠жи,O
15359,|,O
15360,григор,O
15361,левоновиⷱ,O
15362,З,O
15363,відновленням,O
15364,пропущених,O
15365,фрагментів,O
15366,текст,O
15367,виглядає,O
15368,таким,O
15369,чином,O
15370,Тꙋтъ,O
15371,был,O
15372,раб,O
15373,Б(о)жии,O
15374,Григор,O
15375,Левонович,O
15376,Тут,O
15377,був,O
15378,раб,O
15379,Божий,O
15380,Григор,O
15381,Левонович,O
15382,Особа,O
15383,автора,O
15384,наразі,O
15385,не,O
15386,ідентифікована,O
15387,оскільки,O
15388,серед,O
15389,відомої,O
15390,на,I-inscription_type
15391,теренах,O
15392,Київ-,O
15393,щини,O
15394,шляхетської,O
15395,родини,O
15396,Левоновичів161,O
15397,інформацію,O
15398,про,O
15399,Григорія,O
15400,віднайти,O
15401,не,O
15402,вдалося,O
15403,Датування,B-dating_criteria
15404,Кінець,O
15405,XVІ,O
15406,кінець,O
15407,ХVІІ,O
15408,ст.,O
15409,за,O
15410,скорописними,O
15411,формами,O
15412,написання,O
15413,літер,O
15414,та,O
15415,формою,O
15416,порізів,O
15417,Категорія,O
15418,Пам'ятний,O
15419,напис,I-inscription_type
15420,Графіті,B-inscription
15421,№,O
15422,513,O
15423,табл,O
15424,LХVI,O
15425,1,O
15426,Публікації,O
15427,В.,O
15428,Корнієнко162,O
15429,Розташування,B-other
15430,Висота,O
15431,від,O
15432,сучасної,O
15433,підлоги,O
15434,93,O
15435,см,O
15436,відстань,O
15437,від,O
15438,лівого,O
15439,кута,O
15440,11,O
15441,см,O
15442,Опис,B-inscription
15443,Права,O
15444,частина,I-other
15445,напису,I-preservation_state
15446,знищена,O
15447,обвалом,O
15448,тиньку,O
15449,ст͠м҃м-----,O
15450,|,O
15451,мол--,O
15452,|,O
15453,ꙁамѧг--,O
15454,|,O
15455,шьнаг----,O
15456,З,O
15457,відновленням,O
15458,втрачених,O
15459,фрагментів,O
15460,текст,O
15461,виглядає,O
15462,таким,O
15463,чином,O
15464,С(вѧ)ты(и,O
15465,м҃,O
15466,м[моученикъ,O
15467,моли[те,O
15468,за,O
15469,мѧ,O
15470,г[рѣ]шьнаг[о,O
15471,Святі,O
15472,40,O
15473,мучеників,O
15474,моліть,O
15475,за,O
15476,мене,O
15477,грішного,O
15478,Датування,B-dating_criteria
15479,Кінець,O
15480,XІ,O
15481,кінець,O
15482,ХІІ,O
15483,ст.,O
15484,за,O
15485,формою,O
15486,написання,O
15487,а,O
15488,з,I-object_type
15489,видовженою,O
15490,вгору,O
15491,спинкою,O
15492,нахиленої,O
15493,праворуч,O
15494,з,I-object_type
15495,із,O
15496,переломом,O
15497,ш,O
15498,з,I-object_type
15499,платформою,O
15500,над,O
15501,рядком,O
15502,Категорія,O
15503,Молитовний,O
15504,напис,I-inscription_type
15505,Графіті,B-inscription
15506,№,O
15507,514,O
15508,табл,O
15509,LХVI,O
15510,2,O
15511,Публікації,O
15512,В.,O
15513,Корнієнко163,O
15514,Розташування,B-other
15515,Висота,O
15516,від,O
15517,сучасної,O
15518,підлоги,O
15519,143,O
15520,см,O
15521,відстань,O
15522,від,O
15523,лівого,O
15524,кута,O
15525,Опис,B-inscription
15526,Збереженість,O
15527,напису,I-preservation_state
15528,добра,I-inscription_type
15529,його,O
15530,складові,O
15531,незважаючи,O
15532,на,I-inscription_type
15533,дрібні,O
15534,пошкод-,O
15535,ження,O
15536,тиньку,O
15537,чітко,O
15538,читаються,O
15539,ст͠:м҃:молите,O
15540,|,O
15541,г͠аꙁамѧ,O
15542,З,O
15543,відновленням,O
15544,пропущених,O
15545,фрагментів,O
15546,текст,O
15547,виглядає,O
15548,таким,O
15549,чином,O
15550,С(вѧ)ты(и,O
15551,м҃,O
15552,молите,O
15553,Г(оспод)а,O
15554,за,O
15555,мѧ.,O
15556,Святі,O
15557,40,O
15558,моліть,O
15559,Господа,O
15560,за,O
15561,мене,O
15562,Датування,B-dating_criteria
15563,Друга,O
15564,чверть,O
15565,XІІ,O
15566,початок,O
15567,ХІІІ,O
15568,ст.,O
15569,за,O
15570,формою,O
15571,написання,O
15572,и,O
15573,л,O
15574,о,O
15575,та,O
15576,ѧ,O
15577,з,I-object_type
15578,покриттям,O
15579,та,O
15580,нахиленої,O
15581,праворуч,O
15582,Ъ,O
15583,подібної,O
15584,з,I-object_type
15585,найвірогідніше,O
15586,друга,O
15587,третина,O
15588,ХІІ,O
15589,ст.,O
15590,за,O
15591,типовістю,O
15592,поширення,O
15593,таких,O
15594,палеографічних,O
15595,ознак,O
15596,Категорія,O
15597,Молитовний,O
15598,напис,I-inscription_type
15599,Графіті,B-inscription
15600,№,O
15601,515,O
15602,табл,O
15603,LХVIІ,O
15604,1,O
15605,Публікації,O
15606,В.,O
15607,Корнієнко164,O
15608,Розташування,B-other
15609,Висота,O
15610,від,O
15611,сучасної,O
15612,підлоги,O
15613,143,O
15614,см,O
15615,відстань,O
15616,від,O
15617,лівого,O
15618,кута,O
15619,Опис,B-inscription
15620,Збереженість,O
15621,напису,I-preservation_state
15622,добра,I-inscription_type
15623,його,O
15624,складові,O
15625,гарно,O
15626,простежуються,O
15627,ст͠:м҃,O
15628,|,O
15629,моуче,O
15630,|,O
15631,нципо,O
15632,|,O
15633,молите,O
15634,|,O
15635,сѧꙁа,O
15636,|,O
15637,рабасво,O
15638,|,O
15639,егопе,O
15640,|,O
15641,тра,O
15642,З,O
15643,відновленням,O
15644,пропущених,O
15645,фрагментів,O
15646,текст,O
15647,виглядає,O
15648,таким,O
15649,чином,O
15650,С(вѧ)ти,O
15651,м҃,O
15652,моученици,O
15653,помолитесѧ,O
15654,за,O
15655,раба,O
15656,своего,O
15657,Петра,O
15658,Святі,O
15659,40,O
15660,мучеників,O
15661,помоліться,O
15662,за,O
15663,раба,O
15664,свого,O
15665,Петра,O
15666,Датування,B-dating_criteria
15667,Кінець,O
15668,XІ,O
15669,кінець,O
15670,ХІІ,O
15671,ст.,O
15672,за,O
15673,формою,O
15674,написання,O
15675,а,O
15676,з,I-object_type
15677,видовженою,O
15678,вгору,O
15679,спинкою,O
15680,в,O
15681,з,I-object_type
15682,округлою,O
15683,нижньою,O
15684,петлею,O
15685,е,O
15686,з,I-object_type
15687,засічкою,O
15688,на,I-inscription_type
15689,язичку,O
15690,нахиленої,O
15691,лі-,O
15692,воруч,O
15693,з,I-object_type
15694,із,O
15695,переломом,O
15696,п,O
15697,з,I-object_type
15698,виступом,O
15699,зверху,O
15700,прямолінійної,O
15701,р,O
15702,з,I-object_type
15703,округлою,O
15704,петлею,O
15705,ц,O
15706,з,I-object_type
15707,платформою,O
15708,по,O
15709,низу,O
15710,рядка,O
15711,та,O
15712,широко,O
15713,розкритої,O
15714,ч,O
15715,Категорія,O
15716,Молитовний,O
15717,напис,I-inscription_type
15718,Графіті,B-inscription
15719,№,O
15720,516,O
15721,табл,O
15722,LХVIIІ,O
15723,1,O
15724,Публікації,O
15725,В.,O
15726,Корнієнко165,O
15727,Розташування,B-other
15728,Висота,O
15729,від,O
15730,сучасної,O
15731,підлоги,O
15732,114,O
15733,см,O
15734,відстань,O
15735,від,O
15736,лівого,O
15737,кута,O
15738,Опис,B-inscription
15739,Збереженість,O
15740,напису,I-preservation_state
15741,добра,I-inscription_type
15742,майже,O
15743,всі,O
15744,його,O
15745,складові,O
15746,збереглись,O
15747,-в͠тм҃моученикъ,O
15748,|,O
15749,молтезаменегрѣшъ,O
15750,|,O
15751,нагог͠а,O
15752,З,O
15753,розбивкою,O
15754,на,I-inscription_type
15755,слова,O
15756,та,O
15757,відновленням,O
15758,втрачених,O
15759,фрагментів,O
15760,текст,O
15761,виглядає,O
15762,таким,O
15763,чином,O
15764,С]в(ѧ)ти,O
15765,м҃,O
15766,моученикъ,O
15767,молите,O
15768,за,O
15769,мене,O
15770,грѣшънаго,O
15771,Г(оспод)а,O
15772,Святі,O
15773,40,O
15774,мучеників,O
15775,моліть,O
15776,за,O
15777,мене,O
15778,грішного,O
15779,Господа,O
15780,Датування,B-dating_criteria
15781,Друга,O
15782,чверть,O
15783,XІІ,O
15784,початок,O
15785,ХІІІ,O
15786,ст.,O
15787,за,O
15788,формою,O
15789,написання,O
15790,а,O
15791,з,I-object_type
15792,ви-,O
15793,довженою,O
15794,спинкою,O
15795,нахиленої,O
15796,праворуч,O
15797,з,I-object_type
15798,із,O
15799,переломом,O
15800,прямолінійної,O
15801,р,O
15802,з,I-object_type
15803,петлею,O
15804,кутом,O
15805,вгору,O
15806,та,O
15807,ч,O
15808,у,I-object_type
15809,вигляді,O
15810,пласкої,O
15811,чаші,O
15812,найвірогідніше,O
15813,друга,O
15814,третина,O
15815,ХІІ,O
15816,ст.,O
15817,відпо-,O
15818,відно,O
15819,до,O
15820,типовості,O
15821,поширення,O
15822,такої,O
15823,форми,O
15824,написання,O
15825,останньої,O
15826,літери,O
15827,Категорія,O
15828,Молитовний,O
15829,напис,I-inscription_type
15830,Графіті,B-inscription
15831,№,O
15832,517,O
15833,табл,O
15834,LХVIІ,O
15835,2,O
15836,Публікації,O
15837,В.,O
15838,Корнієнко166,O
15839,Розташування,B-other
15840,Висота,O
15841,від,O
15842,сучасної,O
15843,підлоги,O
15844,112,O
15845,см,O
15846,відстань,O
15847,від,O
15848,лівого,O
15849,кута,O
15850,Опис,B-inscription
15851,Права,O
15852,частина,I-other
15853,напису,I-preservation_state
15854,не,O
15855,збереглась,O
15856,через,O
15857,затертість,O
15858,тиньку,O
15859,ст͠167е,O
15860,ммоу------------,O
15861,З,O
15862,розбивкою,O
15863,на,I-inscription_type
15864,слова,O
15865,та,O
15866,відновленням,O
15867,втрачених,O
15868,фрагментів,O
15869,наявний,O
15870,текст,O
15871,ви-,O
15872,глядає,O
15873,таким,O
15874,чином,O
15875,С(вѧ)тие,O
15876,м,O
15877,моу[ченикъ,O
15878,Святі,O
15879,40,O
15880,мучеників,O
15881,Датування,B-dating_criteria
15882,Друга,O
15883,чверть,O
15884,XІ,O
15885,перша,O
15886,третина,O
15887,ХІІІ,O
15888,ст.,O
15889,за,O
15890,формою,O
15891,написання,O
15892,нахиленої,O
15893,праворуч,O
15894,е,O
15895,Категорія,O
15896,Молитовний,O
15897,напис,I-inscription_type
15898,Графіті,B-inscription
15899,№,O
15900,518,O
15901,табл,O
15902,LХІХ,O
15903,1,O
15904,Публікації,O
15905,В.,O
15906,Корнієнко168,O
15907,Розташування,B-other
15908,Висота,O
15909,від,O
15910,сучасної,O
15911,підлоги,O
15912,121,O
15913,см,O
15914,відстань,O
15915,від,O
15916,лівого,O
15917,кута,O
15918,Опис,B-inscription
15919,Збереженість,O
15920,напису,I-preservation_state
15921,добра,I-inscription_type
15922,його,O
15923,складові,O
15924,чітко,O
15925,простежуються,O
15926,ствонхв͠мол,O
15927,|,O
15928,теб͠азарабах͠ва,O
15929,|,O
15930,ꙁахароу,O
15931,З,O
15932,розбивкою,O
15933,на,I-inscription_type
15934,слова,O
15935,текст,O
15936,виглядає,O
15937,таким,O
15938,чином,O
15939,С(вѧ)ти,O
15940,воини,O
15941,Х(ристо)ви,O
15942,молите,O
15943,Б(ог)а,O
15944,за,O
15945,раба,O
15946,Х(ристо)ва,O
15947,Захариоу,O
15948,Святі,O
15949,воїни,O
15950,Христові,O
15951,моліть,O
15952,Бога,O
15953,за,O
15954,раба,O
15955,Христова,O
15956,Захарію,O
15957,Датування,B-dating_criteria
15958,Середина,O
15959,XІІ,O
15960,початок,O
15961,ХІІІ,O
15962,ст.,O
15963,за,O
15964,формою,O
15965,написання,O
15966,а,O
15967,з,I-object_type
15968,видов-,O
15969,женою,O
15970,вгору,O
15971,спинкою,O
15972,б,O
15973,з,I-object_type
15974,округлою,O
15975,петлею,O
15976,нахиленої,O
15977,ліворуч,O
15978,з,I-object_type
15979,із,O
15980,переломом,O
15981,та,O
15982,із,O
15983,заломом,O
15984,хвоста,O
15985,нахиленої,O
15986,праворуч,O
15987,е,O
15988,прямолінійної,O
15989,р,O
15990,з,I-object_type
15991,петлею,O
15992,кутом,O
15993,вперед,O
15994,Категорія,O
15995,Молитовний,O
15996,напис,I-inscription_type
15997,Графіті,B-inscription
15998,№,O
15999,519,O
16000,табл,O
16001,LХVІIІ,O
16002,2,O
16003,Публікації,O
16004,В.,O
16005,Корнієнко169,O
16006,Розташування,B-other
16007,Висота,O
16008,від,O
16009,сучасної,O
16010,підлоги,O
16011,106,O
16012,см,O
16013,відстань,O
16014,від,O
16015,лівого,O
16016,кута,O
16017,Опис,B-inscription
16018,Збереженість,O
16019,напису,I-preservation_state
16020,відносно,O
16021,добра,I-inscription_type
16022,його,O
16023,складові,O
16024,чітко,O
16025,читаються,O
16026,ст͠м͠чнцмол,O
16027,|,O
16028,теб͠азамѧг,O
16029,З,O
16030,розбивкою,O
16031,на,I-inscription_type
16032,слова,O
16033,текст,O
16034,виглядає,O
16035,таким,O
16036,чином,O
16037,С(вѧ)тии,O
16038,м(оу)ч(е)н(и)ци,O
16039,молите,O
16040,Б(ог)а,O
16041,за,O
16042,мѧ,O
16043,г{рѣшьнаго,O
16044,Святі,O
16045,мученики,O
16046,моліть,O
16047,Бога,O
16048,за,O
16049,мене,O
16050,грішного,O
16051,Напис,O
16052,лишився,O
16053,незакінченим,O
16054,Датування,B-dating_criteria
16055,Кінець,O
16056,XІ,O
16057,кінець,O
16058,ХІІ,O
16059,ст.,O
16060,за,O
16061,формою,O
16062,написання,O
16063,а,O
16064,з,I-object_type
16065,видовженою,O
16066,вгору,O
16067,спинкою,O
16068,е,O
16069,з,I-object_type
16070,засічкою,O
16071,на,I-inscription_type
16072,язичку,O
16073,вертикальної,O
16074,з,I-object_type
16075,із,O
16076,розвилкою,O
16077,и,O
16078,н,O
16079,л,O
16080,м,O
16081,та,O
16082,ѧ,O
16083,з,I-object_type
16084,до-,O
16085,вгими,O
16086,верхніми,O
16087,засічками,O
16088,ч,O
16089,у,I-object_type
16090,вигляді,O
16091,кухлика,O
16092,Категорія,O
16093,Молитовний,O
16094,напис,I-inscription_type
16095,Графіті,B-inscription
16096,№,O
16097,520,O
16098,табл,O
16099,LХХ,O
16100,1,O
16101,Публікації,O
16102,В.,O
16103,Корнієнко170,O
16104,Розташування,B-other
16105,Висота,O
16106,від,O
16107,сучасної,O
16108,підлоги,O
16109,82,O
16110,см,O
