Графіті №,табл,Розташування,Опис,Датування,Категорія
224 ,"LХ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Збереженість напису доволі добра, його складові чітко читаються: ст:м҃-мчкъ152м | олтезараба | своегогеорьгѧ З розбивкою на слова текст виглядає таким чином: С(вѧ)ти :м҃[:] м(оу)ч(ени)кь молите за раба своего Георьгиѧ. Святі 40 мучеників, моліть за раба свого Георгія.","['Кінець', 'кінець', 'ст.', 'формою', 'написання', 'спинкою', 'е', 'р', 'голівкою153']",['напис']
312 ,"LХІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Поверхня стіни в місці розташування напису пошкоджена, проте його складові простежуються доволі добре: г͠помоꙁравоу | своемоуван155ов | гр— З розбивкою на слова текст виглядає таким чином: Г(оспод)и помози рабоу своемоу Ивнови гр{ѣшьномоу}. Господи, поможи рабу своєму Іванові грішному.","['Середина', 'кінець', 'ст.', 'формою', 'написання', 'а', 'переломом', 'щоглі', 'переломом', 'р', 'петлею156']",['напис']
495 ,"LХ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']",На фресці прокреслені літери П Д Р Ф.,"['чверть', 'кінець', 'ст.', 'формою', 'написання', 'д', 'ніжками', 'п', 'виступом', 'р', 'петлею']","['Абетки', 'склади', 'літери']"
496 ,"LХІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Збереженість напису добра, його складові чітко простежуються: помнгⷭамельѧ З розбивкою на слова та відновленням пропущених фрагментів текст виглядає таким чином: Пом(ѧ)ни Г(о)с(под)и Амельѧ(на). Пом'яни, Господи, Омеляна.","['Кінець', 'кінець', 'ст.', 'формою', 'написання', 'вер-', 'спинкою', 'н', 'перемичками']",['напис']
497 ,"LХІІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']",На поверхні фрески досить великими літерами виконаний напис: Андреи проопоп 'Андрій протопоп'.,"['Кінець', 'кінець', 'ст.', 'формою', 'написання', 'перемичкою', 'е', 'вигляді', 'трійки', 'н', 'горизон-', 'перемичками', 'п', 'виступом']",['напис']
502 ,"LХІІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Збереженість напису добра, його складові чітко читаються: ст͠хъм҃мчⷩкъ З розбивкою на слова текст виглядає таким чином: С(вѧ)т(ы)хъ м҃ м(оу)ч(е)н(и)къ. Святих 40 мучеників.","['чверть', 'ст.', 'формою', 'написання', 'х', 'вигляді', 'ножиць', 'засічками', 'ч', 'вигляді', 'чаші']","['Підпис', 'образу']"
503 ,"LХІІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Біля останнього слова попереднього напису в два рядки виконане слово м(оу)ч(е)н(и)ка 'мучеників', яке слід тлумачити як виправлення до тексту графіті № 502. На думку його автора, множина від слова мѫченикъ буде не мчⷩкъ, а мчнка.","['чверть', 'ст.', 'формою', 'написання', 'ч', 'вигляді', 'чаші', ""зв'язком"", 'текстом']","['Підпис', 'образу']"
504 ,"LХІІІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута']","Незважаючи на пошкодження тиньку іншим графіті, складові напису збе- реглись добре і чітко простежуються, завдяки чому можемо встановити, що тут була виконана традиційна форма молитви Госьподи помоꙁи 'Господи, поможи'.","['чверть', 'кінець', 'ст.', 'формою', 'написання', 'переломом']",['напис']
505 ,"LХІІІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","На поверхні фрески прокреслене дієслово-звернення помѧн(и) 'пом'яни'. Вигляд поверхні тиньку біля літер вказує, що текст містив тільки ці складові.","['чверть', 'кінець', 'ст.', 'формою', 'написання', 'н', 'перемичкою']",['напис']
506 ,"LХІІІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'кута']","Збереженість напису доволі добра, його складові чітко простежуються: ст͠моученщ | молтезарабасво | егована З розбивкою на слова текст виглядає таким чином: С(вѧ)ти моученищи молите за раба своего Ивана. Святі мученики, моліть за раба свого Івана.","['третина', 'початок', 'ст.', 'формою', 'написання', 'криттям', 'виступом', 'петлею', 'скісна', 'щогли', 'г', 'виступом', 'переломом', 'н', 'засічками', 'р', 'петлею', 'о', 'рядком', 'хвостом']",['напис']
507 ,"LХІV, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута']",На поверхні фрески прокреслене особове та родове імена автора Teodor Woronkowsky 'Федір Воронковський'. Особа автора наразі не ідентифікована.,"['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'фактом', 'вживання', 'латиниці']",['напис']
508 ,"LХV, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']",Права частина напису знищена обвалом тиньку: ст͠:м҃-------- | ꙁам--------- З розбивкою на слова та відновленням втрачених фрагментів наявний текст ви- глядає таким чином: С(вѧ)тии :м҃[:] ... за м[ѧ]... Святі 40 ... за мене...,"['Кінець', 'кінець', 'ст.', 'формою', 'написання', 'спинкою', 'переломом', 'м', 'петлею']",['напис']
509 ,"LХІV, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Доволі великий напис, витягнутий в один рядок, зберігся доволі добре, його складові чітко читаються: гипоⷨзирабусвоемуⷪпетрухромомуⷪмисативседоброе З розбивкою на слова текст виглядає таким чином: Г(оспод)и пом(о)зи рабу своемоу Петру хромомоу писати все доброе. Господи, поможи рабу своєму Петру кульгавому писати все добре.","['чверть', 'кінець', 'ст.', 'формою', 'написання', 'спинкою', 'перемичкою', 'р', 'петлею', 'кутом', 'структурою', 'формули']",['напис']
510 ,"LХV, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Незважаючи на пошкодження тиньку, напис зберігся доволі добре: тꙋтъ быⷧ раⷠ б͠жи | григор левоновиⷱ З відновленням пропущених фрагментів текст виглядає таким чином: Тꙋтъ был раб Б(о)жии Григор Левонович. Тут був раб Божий Григор Левонович. Особа автора наразі не ідентифікована, оскільки серед відомої на теренах Київ- щини шляхетської родини Левоновичів161 інформацію про Григорія віднайти не вдалося.","['Кінець', 'кінець', 'ст.', 'формами', 'написання', 'літер', 'формою', 'порізів']",['напис']
513 ,"LХVI, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Права частина напису знищена обвалом тиньку: ст͠м҃м----- | мол-- | ꙁамѧг-- | шьнаг---- З відновленням втрачених фрагментів текст виглядає таким чином: С(вѧ)ты(и) м҃ м[моученикъ] моли[те] за мѧ г[рѣ]шьнаг[о]. Святі 40 мучеників, моліть за мене грішного.","['Кінець', 'кінець', 'ст.', 'формою', 'написання', 'спинкою', 'переломом', 'ш', 'платформою', 'рядком']",['напис']
514 ,"LХVI, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута']","Збереженість напису добра, його складові, незважаючи на дрібні пошкод- ження тиньку, чітко читаються: ст͠:м҃:молите | г͠аꙁамѧ З відновленням пропущених фрагментів текст виглядає таким чином: С(вѧ)ты(и) :м҃: молите Г(оспод)а за мѧ. Святі 40, моліть Господа за мене.","['чверть', 'початок', 'ст.', 'формою', 'написання', 'л', 'о', 'покриттям', 'Ъ', 'третина', 'ст.', 'типовістю', 'поширення', 'ознак']",['напис']
515 ,"LХVIІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута']","Збереженість напису добра, його складові гарно простежуються: ст͠:м҃: | моуче | нципо | молите | сѧꙁа | рабасво | егопе | тра З відновленням пропущених фрагментів текст виглядає таким чином: С(вѧ)ти :м҃: моученици помолитесѧ за раба своего Петра. Святі 40 мучеників, помоліться за раба свого Петра.","['Кінець', 'кінець', 'ст.', 'формою', 'написання', 'спинкою', 'петлею', 'е', 'засічкою', 'язичку', 'лі-', 'переломом', 'п', 'виступом', 'р', 'петлею', 'ц', 'платформою', 'низу', 'рядка', 'ч']",['напис']
516 ,"LХVIIІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута']","Збереженість напису добра, майже всі його складові збереглись: -в͠тм҃моученикъ | молтезаменегрѣшъ | нагог͠а З розбивкою на слова та відновленням втрачених фрагментів текст виглядає таким чином: [С]в(ѧ)ти м҃ моученикъ молите за мене грѣшънаго Г(оспод)а. Святі 40 мучеників, моліть за мене, грішного, Господа.","['чверть', 'початок', 'ст.', 'формою', 'написання', 'спинкою', 'переломом', 'р', 'петлею', 'кутом', 'ч', 'вигляді', 'чаші', 'третина', 'ст.', 'типовості', 'поширення', 'форми', 'написання', 'літери']",['напис']
517 ,"LХVIІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута']",Права частина напису не збереглась через затертість тиньку: ст͠167е ммоу------------ З розбивкою на слова та відновленням втрачених фрагментів наявний текст ви- глядає таким чином: С(вѧ)тие м моу[ченикъ]. Святі 40 мучеників.,"['чверть', 'третина', 'ст.', 'формою', 'написання', 'е']",['напис']
518 ,"LХІХ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута']","Збереженість напису добра, його складові чітко простежуються: ствонхв͠мол | теб͠азарабах͠ва | ꙁахароу З розбивкою на слова текст виглядає таким чином: С(вѧ)ти воини Х(ристо)ви молите Б(ог)а за раба Х(ристо)ва Захариоу. Святі воїни Христові, моліть Бога за раба Христова Захарію.","['Середина', 'початок', 'ст.', 'формою', 'написання', 'видов-', 'спинкою', 'петлею', 'переломом', 'заломом', 'хвоста', 'е', 'р', 'петлею', 'кутом']",['напис']
519 ,"LХVІIІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута']","Збереженість напису відносно добра, його складові чітко читаються: ст͠м͠чнцмол | теб͠азамѧг З розбивкою на слова текст виглядає таким чином: С(вѧ)тии м(оу)ч(е)н(и)ци молите Б(ог)а за мѧ г{рѣшьнаго}. Святі мученики, моліть Бога за мене грішного. Напис лишився незакінченим.","['Кінець', 'кінець', 'ст.', 'формою', 'написання', 'спинкою', 'е', 'засічкою', 'язичку', 'розвилкою', 'л', 'м', 'засічками', 'ч', 'вигляді', 'кухлика']",['напис']
520 ,"LХХ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Збереженість фрескового розчину в місці розташування напису добра, його складові чітко простежуються: св͠ѧтмоумоученц:м҃:молтеб͠а | ꙁаменегрѣшънагопетра З розбивкою на слова текст виглядає таким чином: Свѧти /моу/моученици :м҃: молите Б(ог)а ꙁа мене грѣшънаго Петра. Святі мученики 40, моліть Бога за мене, грішного Петра.","['чверть', 'початок', 'ст.', 'формою', 'написання', 'ви-', 'спинкою', 'г', 'виступом', 'е', 'переломом', 'п', 'виступом', 'р', 'петлею', 'кутом', 'ч', 'вигляді', 'чаші', 'ъ', 'петлею', 'кутом', 'третина', 'ст.', 'повістю', 'поширення', 'форми', 'ч']",['напис']
521 ,"LХХ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Поверхня стіни в місці розташування напису затерта, частина його скла- дових не простежується: ст͠мммчн-- | молтеб͠а | ꙁамѧгрр | ---наго З розбивкою на слова та відновленням втрачених фрагментів текст виглядає таким чином: С(вѧ)ти м м(оу)чн(и)[къ] молите Б(ог)а за мѧ гр/р/[ѣшъ]аго. Святі 40 мучеників, моліть Бога за мене грішного. Звертає на себе увагу помилкове подвійне написання р у передостанньому рядку.","['чверть', 'початок', 'ст.', 'формою', 'написання', 'петлею', 'переломом', 'р', 'голівкою']",['напис']
522 ,"LХХІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута']","Поверхня стіни в місці розташування напису сильно затерта, частина його складових не простежується: св͠ѧт | мюче | нц | -----еꙁа З розбивкою на слова та відновленням втрачених фрагментів текст виглядає таким чином: Свѧти мюченици [молит]е за... Святі мученики, моліть за...","['чверть', 'початок', 'ст.', 'формою', 'написання', 'петлею', 'кутом', 'ч', 'засічками', 'ю', 'перемичкою', 'частину', 'літери']",['напис']
523 ,"LХХІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута']","Поверхня стіни в місці розташування напису сильно затерта, частина його складових не простежується: ст͠м҃мчнбъдте | мо-тьб͠---м- З розбивкою на слова та відновленням втрачених фрагментів текст виглядає таким чином: С(вѧ)ти м҃ м(оу)ч(е)н(и)ци бъдите мо[л]ить Б(ог)[а за] м[ѧ]... Святі 40 мучеників, бдіть, моліть Бога за мене.","['третина', 'ст.', 'формою', 'написання', 'петлею', 'виступом', 'ніжками', 'м', 'петлею', 'щоглами', 'ч', 'вигляді', 'чаші', 'ъ', 'виступом']",['напис']
524 ,"LХХ, 3","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Напис зберігся доволі добре, його складові чітко простежуються: поменимꙗг͠и | рабасвоеготи— | мохвеѧиꙍ З розбивкою на слова текст виглядає таким чином: Помени мꙗ Г(оспод)и раба своего Тимохвеѧ Иꙍ(анова). Пом'яни мене, Господи, раба свого Тимофія Йоаннова. Останнє слово, що є скороченою формою від імені Йоанн, на мою думку до- цільніше розглядати не як родове ім'я автора, а як батькове.","['чверть', 'кінець', 'ст.', 'формами', 'писання', 'літер', 'формою', 'прорізів']",['напис']
525 ,"LХХІІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута']","На фресці прокреслений чотириконечний хрест, праві сторони кінців пе- рекладини та нижні сторони кінців щогли якого мають розширення трикутної або прямокутної форми.","['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
526 ,"LХХІІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Поверхня стіни в місці розташування напису сильно затерта, частина його складових не простежується: ммоунцм--- | тез-гр---------- З розбивкою на слова та відновленням втрачених фрагментів наявний текст ви- глядає таким чином: ... м моу(че)ници м[оли]те за гр[ѣшънаго]... ... 40 мучеників моліть за грішного ...","['третина', 'ст.', 'формою', 'написання', 'г', 'виступом', 'е', 'язичком', 'переломом', 'хвоста', 'р', 'петлею', 'кутом', 'донизу175']",['напис']
527 ,"LХХІІІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута']","Незважаючи на затертість тиньку та низький рельєф прорізів, складові напису простежуються доволі добре: ст͠м҃мⷱкъпомлоу-те З розбивкою на слова та відновленням втраченого фрагмента текст виглядає таким чином: С(вѧ)ти м҃ м(оу)ч(ени)къ помилоу[и]те. Святі 40 мучеників, помилуйте.","['чверть', 'кінець', 'ст.', 'формою', 'написання', 'е', 'м', 'засічками', 'верхом', 'третина', 'ст.', 'типовості', 'поширення', 'форм', 'літер']",['напис']
528 ,"LХХІІІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Нижня частина напису затерта, закінчення останнього рядка знищене об- валом тиньку, тим не менше, більша частина його складових визначається добре: мнцчетредесѧте | молтезамѧгрѣ | ш-аготаѫ- | о-а----- З розбивкою на слова та відновленням втрачених фрагментів текст виглядає таким чином: М(оуче)ници четыре десѧте молите за мѧ грѣш[ьн]аго та ѫ[б]о[г]а... Мученики сорок, моліть за мене, грішного та убогого...","['Середина', 'початок', 'ст.', 'формою', 'написання', 'видов-', 'спинкою', 'д', 'е', 'переломом', 'пря-', 'р', 'петлею', 'кутом']",['напис']
529 ,LХХІV,"['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Нижня частина великого напису знищена обвалом тиньку, а частина збе- режених складових місцями пошкоджена вибоями та затерта: свѧ---мчнкъпомлоутемѧгр-шъна-о мщедатем-лостьбожьѭ----ъ-ѫ---- ѣнхъотъ-дс-------- -------------------------- З розбивкою на слова та відновленням втрачених фрагментів наявний текст ви- глядає таким чином: Свѧ[ти м] м(оу)ч(е)н(и)къ помилоуте мѧ гр[ѣ]шъна[г]о м(оучени)ще даите ми [м]илость Божью [от]ъ [м]ѫ[къ огн]ѣныхъ и отъ [а]дс[кихъ] ... Святі 40 мучеників, помилуйте мене грішного. Мученики, дайте мені милість Божу від мук вогняних і від пекельних ...","['чверть', 'кінець', 'ст.', 'формою', 'написання', 'спинкою', 'петлею', 'заломом', 'заломами', 'е', 'змахи', 'р', 'округ-', 'петлею', 'ы', 'перемичкою', 'ѭ', 'чверть', 'ст.', 'типовості', 'поширення', 'ознак']",['напис']
530 ,"LХХІІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'кута']","Поверхня стіни в місці розташування напису сильно затерта, частина його складових не простежується: ꙍст͠-͠чн--- | мол---за---- З розбивкою на слова та відновленням втрачених фрагментів наявний текст ви- глядає таким чином: ꙍ с(свѧ)ти [м](оу)ч(е)н[ици] мол[ите] за [мѧ]... О святі мученики, моліть за мене...","['Середина', 'кінець', 'ст.', 'формою', 'написання', 'петлею', 'переломом', 'ꙍ', 'засічками180']",['напис']
531 ,"LХІХ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Поверхня стіни в місці розташування напису сильно затерта, простежу- ються тільки окремі його складові: стм м------------- З розбивкою на слова та відновленням втрачених фрагментів наявний текст ви- глядає таким чином: С(вѧ)ти м м(оуч)[н]и[къ]... Святі 40 мучеників...","['чверть', 'кінець', 'ст.', 'формою', 'написання', 'м', 'петлею', 'щоглами']",['напис']
532 ,"LХХV, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']",Поверхня стіни в місці розташування напису сильно затерта: ст----------о | лтеꙁарабасвоегооан- | грѣшънка З розбивкою на слова та відновленням втрачених фрагментів текст виглядає так: С(вѧ)ты[и] ... [м]олите за раба своего Иоан[а] грѣшъника. Святі ... моліть за раба свого Йоанна грішника.,"['Середина', 'ст.', 'формою', 'написання', 'петлею', 'верти-', 'е', 'переломом', 'р', 'кутом', 'петлею', 'ш', 'платформою', 'рядком', 'перемичкою']",['напис']
533 ,"LХХV, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута']",На фресці прокреслений чотириконечний хрест з розширеними у вигляді заглиблених крапок кінцями.,"['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
534 ,"LХХV, 3","['Висота', 'підлоги', 'см', 'відстань', 'кута']",На фресці прокреслений чотириконечний хрест з розширеними у вигляді заглиблених крапок кінцями.,"['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
535 ,"LХХV, 4","['Висота', 'підлоги', 'см', 'відстань', 'кута']",На фресці прокреслений простий чотириконечний хрест.,"['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
617 ,"LХХVІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута']","Через дворядковий напис проходить вертикальна тріщина, що нині за- шпакльована, яка пошкодила другу літеру у верхньому рядку і практично знищила другу – у нижньому; закінчення верхнього рядка також пошкоджене вибоєм, проте літера надійно ідентифікується за контурами вибою та збереженими фрагментами: овъстатъ | п-салъ З розбивкою на слова та відновленням втраченого фрагмента текст виглядає таким чином: Овъстатъ п[і]салъ. Овстат писав.","['Кінець', 'початок', 'ст.', 'формою', 'написання', 'петлею', 'кутом', 'пересічкою', 'літери', 'ъ', 'тупом']",['напис']
618 ,"LХХVІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","Поверхня стіни в місці розташування напису затерта, права частина зни- щена обвалом тиньку: помꙗни гди р-б- | своѥ-- З розбивкою на слова та відновленням втрачених фрагментів наявний текст ви- глядає таким чином: Помꙗни Г(оспо)ди р[а]б[а] своѥ[го]... Пом'яни, Господи, раба свого...","['Кінець', 'кінець', 'ст.', 'формами', 'написання', 'літер', 'формою', 'прорізів']",['напис']
619 ,"LХХVІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']",На фресці прокреслене дієслово-прохання помꙗни 'помяни'.,"['Кінець', 'кінець', 'ст.', 'формами', 'написання', 'літер', 'формою', 'прорізів']",['напис']
620 ,"LХХVІ, 4","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","На фресці прокреслене дієслово-прохання помꙗни 'помяни' у верхньому рядку та літера н у нижньому, можливо, ініціал або недописане ім'я автора напису.","['Кінець', 'кінець', 'ст.', 'формами', 'написання', 'літер', 'формою', 'прорізів']",['напис']
621 ,"LХХVІІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута']",На фресці прокреслені літери NW.,"['Кінець', 'кінець', 'ст.', 'формою', 'прорізів']","['Абетки', 'склади', 'літери']"
622 ,"LХХVІІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута']","На фресці прокреслені особове та родове імена автора Иванъ Рогаⷱ 'Іван Рогач'. Особа автора наразі не ідентифікована. Найвірогідніше, що Іван походив з київських міщан.","['Кінець', 'кінець', 'ст.', 'формами', 'написання', 'літер', 'формою', 'прорізів']",['напис']
623 ,"LХХVІІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']",На фресці прокреслена літера Ꙁ.,"['чверть', 'кінець', 'ст.', 'формою', 'написання', 'розвилкою']","['Абетки', 'склади', 'літери']"
624 ,"LХХVІІ, 4","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","На фресці простежується дієслово-звернення помоги 'поможи' та щогла літери за нею, яка може інтерпретуватись як ініціал І або недописане ім'я автора.","['Кінець', 'кінець', 'ст.', 'формами', 'написання', 'літер', 'формою', 'прорізів']",['напис']
625 ,"LХХVІІІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута']",На фресці прокреслена літера А.,"['чверть', 'кінець', 'ст.', 'формою', 'написання', 'літери', 'спинкою']","['Абетки', 'склади', 'літери']"
664 ,"LХХVІІІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута']",На фресці прокреслене слово рабъ 'раб'.,"['Кінець', 'кінець', 'ст.', 'формами', 'написання', 'літер', 'формою', 'прорізів']","['слова', 'словосполучення']"
665 ,"LХХVІІІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'кута']","На фресці тим же автором прокреслені літери РА, вочевидь, незавершене слово ра{бъ} 'раб'.","['Кінець', 'кінець', 'ст.', 'формами', 'написання', 'літер', 'формою', 'прорізів']","['слова', 'словосполучення']"
666 ,"LХХVІІІ, 4","['Висота', 'підлоги', 'см', 'відстань', 'кута']","На фресці знаходиться малюнок простого чотириконечного хреста, над яким прокреслене відкрите донизу півколо.","['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
667 ,"LХХVІІІ, 5","['Висота', 'підлоги', 'см', 'відстань', 'кута']","На фресці знаходиться малюнок простого чотириконечного хреста, впи- саного до відкритого донизу напівовала. Над фігурою тією ж рукою прокреслений ще один простий чотириконечний хрест.","['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
668 ,"LХХVІІІ, 6","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']",На фресці прокреслений простий чотириконечний хрест.,"['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
669 ,"LХХІХ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута']","Текстова частина запису обчислення кількості проведених поминальних служб у вигляді малюнка простого чотириконечного хреста та літер М. Відсутність вертикальних засічок свідчить, що лічба так і не була розпочата. За особливостями скорочення повна форма імені особи, за душу якої належало проводити поминальні служби, відновлюється як Михаилъ 'Михайло'183.","['чверть', 'кінець', 'ст.', 'методом']","['Запис', 'лічби']"
670 ,"LХХІХ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","На фресці прокреслений простий шестикінечний хрест, що складається зі щогли, перекладини та символічної","['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
671 ,"LХХІХ, 3","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']",На фресці прокреслений стилізований малюнок листка.,"['чверть', 'кінець', 'ст.', 'формою', 'прорізів']",['Емблеми']
672 ,"LХХІХ, 4","['Висота', 'підлоги', 'см', 'відстань', 'кута']",На фресці прокреслений простий чотириконечний хрест.,"['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
673 ,"LХХІХ, 5","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","На поверхні фрески простежуються літери ОР. Тиньк довкола них по- шкоджений, тож вірогідно, що це – частина більшого за обсягом тексту.","['чверть', 'початок', 'ст.', 'формою', 'написання', 'р', 'петлею']","['Фрагмент', 'напису']"
674 ,"LХХІХ, 6","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","На поверхні фрески частково зберігся дворядковий напис. У верхньому рядку простежується запис імені Илиꙗ 'Ілля', у нижньому – літера І та М, які, вочевидь, варто розглядати як скорочену форму родового імені автора.","['чверть', 'початок', 'ст.', 'формою', 'написання', 'перемичккою', 'ꙗ', 'спинкою', 'перемичкою']",['напис']
675 ,"LХХХ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута']","У середній частині напис пошкоджений вибоєм, який знищив декілька його складових: помꙗни Г------мꙗ З розбивкою на слова та відновленням втрачених фрагментів текст виглядає таким чином: Помꙗни Г[осподи] мꙗ. Пом'яни, Господи, мене.","['Кінець', 'кінець', 'ст.', 'формами', 'написання', 'літер', 'формою', 'прорізів']",['напис']
676 ,"LХХХ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","На фресці прокреслені літери ГПО, що є незавершеною формою тради- ційної формули Г(оспод)и по{мози} 'Господи, поможи'.","['чверть', 'кінець', 'ст.', 'формою', 'написання', 'перемичкою', 'структурою', 'формули']",['напис']
677 ,"LХХХ, 3","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","На фресці прокреслені літери Г, що є традиційним скороченням слова- звернення Г(оспод)и 'Господи'.","['чверть', 'початок', 'ст.', 'формою', 'написання', 'перемичкою', 'засічками']",['напис']
678 ,"LХХХ, 4","['Висота', 'підлоги', 'см', 'відстань', 'кута']",На фресці прокреслений чотириконечний хрест. Його виконана подвійною рискою основа щогли спирається на видряпану подвійною рискою відкриту донизу од- ноступінчасту Голгофу. Перекладина хреста тільки намічена одинарною рискою.,"['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
679 ,"LХХХ, 5","['Висота', 'підлоги', 'см', 'відстань', 'кута']","Закінчення напису не збереглось внаслідок обвалу тиньку, проте наявні складові дозволяють без труднощів прочитати напис: поменим- З розбивкою на слова та відновленням втраченого фрагмента текст виглядає таким чином: Помени м[ꙗ]. Пом'яни мене.","['Кінець', 'кінець', 'ст.', 'формами', 'написання', 'літер', 'формою', 'прорізів']",['напис']
680 ,"LХХХІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'кута']","На фресці прокреслений малюнок простого чотириконечного хреста, над яким виконане зображення півкола.","['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
681 ,"LХХХІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'кута']",На фресці подвійними замкненими рисками прокреслений малюнок чо- тириконечного хреста.,"['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
682 ,"LХХХІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'кута']","На фресці прокреслені літери Г та щогла літери П за ними, що є неза- вершеною формою традиційної формули Г(оспод)и {помози} 'Господи, поможи'.","['чверть', 'кінець', 'ст.', 'формою', 'написання', 'перемичкою', 'структурою', 'формули']",['напис']
683 ,"LХХХІ, 4","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","На фресці подвійними рисками прокреслений малюнок чотириконечного хреста, у правій частині перекладини якого намічене декорування у вигляді ламаної лінії.","['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
684 ,"LХХХІ, 5","['Висота', 'підлоги', 'см', 'відстань', 'кута', 'см']","На фресці прокреслений шестикінечний хрест, що складається зі щогли, перекладини та символічної","['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
