Графіті №,табл,Розташування,Опис,Датування,Категорія
701 ,"LХХХV, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('133', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('пошкоджена', 'O'), ('вибоями', 'O'), ('та', 'O'), ('за-', 'O'), ('терта', 'O'), ('наслідок', 'O'), ('чого', 'O'), ('частина', 'O'), ('його', 'O'), ('складових', 'O'), ('не', 'O'), ('простежується', 'O'), ('пом------поди---------цꙗа--', 'O'), ('Через', 'O'), ('значні', 'O'), ('втрати', 'O'), ('реконструкції', 'O'), ('підлягає', 'O'), ('тільки', 'O'), ('початок', 'O'), ('напису', 'O'), ('Пом[ѧни', 'O'), ('Гос]поди', 'O'), ('...', 'O'), (""Пом'яни"", 'O'), ('Господи', 'B')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
702 ,"LХХХVІ, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('103', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('сильно', 'O'), ('пошкоджена', 'O'), ('ви-', 'O'), ('боями', 'O'), ('та', 'O'), ('дуже', 'O'), ('затерта', 'O'), ('тому', 'O'), ('частина', 'O'), ('його', 'O'), ('не', 'O'), ('зовсім', 'O'), ('вправно', 'O'), ('виконаних', 'O'), ('складових', 'O'), ('не', 'O'), ('збереглася', 'O'), ('іоанъіоанм\ue046км----вічь', 'O'), ('Найвірогідніше', 'O'), ('реконструювати', 'O'), ('текст', 'O'), ('як', 'O'), ('подвоєний', 'O'), ('запис', 'O'), ('особового', 'O'), ('та', 'O'), ('родо-', 'O'), ('вого', 'O'), ('імен', 'O'), ('автора', 'O'), (' ', 'O'), ('Іоанъ', 'B'), ('Іоан(ъ', 'I'), ('М(а)рк(овічь', 'O'), ('М[арко]вічь', 'O'), ('Йоанн', 'O'), ('Йоанн', 'B'), ('Маркович', 'I'), ('Маркович', 'I'), ('Спостереження', 'O'), ('над', 'O'), ('формою', 'O'), ('виконання', 'O'), ('запису', 'O'), ('дозволяє', 'O'), ('припустити', 'O'), ('що', 'O'), ('автор', 'O'), ('спершу', 'O'), ('виконав', 'O'), ('центральну', 'O'), ('частину', 'O'), ('тексту', 'O'), ('у', 'O'), ('скороченій', 'O'), ('формі', 'O'), ('а', 'O'), ('потім', 'O'), ('обабіч', 'O'), ('ви-', 'O'), ('дряпав', 'O'), ('у', 'O'), ('розширеній', 'O')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
703 ,"LХХХVІ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('97', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('484', 'O'), ('см', 'O')]","[('Збереженість', 'O'), ('напису', 'O'), ('доволі', 'O'), ('добра', 'O'), ('його', 'O'), ('складові', 'O'), ('незважаючи', 'O'), ('на', 'O'), ('пошкод-', 'O'), ('ження', 'O'), ('тиньку', 'O'), ('чітко', 'O'), ('читаються', 'O'), ('\ue027еꙍд\ue046о', 'O'), ('михаилови', 'O'), ('З', 'O'), ('відновленням', 'O'), ('пропущених', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), (' ', 'O'), ('\ue026еꙍдор(ъ', 'O'), ('Михаилови(чь', 'O'), ('Федір', 'B'), ('Михайлович', 'I')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
704 ,"LХХХVІ, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('80', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('372', 'O'), ('см', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('сильно', 'O'), ('пошкоджена', 'O'), ('внас-', 'O'), ('лідок', 'O'), ('чого', 'O'), ('частина', 'O'), ('складових', 'O'), ('не', 'O'), ('простежується', 'O'), ('помен------------о', 'O'), ('-', 'O'), ('оманаг͠ди', 'O'), ('З', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('наявний', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), (' ', 'O'), ('Помен[и', 'O'), ('...', 'O'), ('своег]о', 'O'), ('Р]омана', 'B'), ('Г(оспо)ди', 'I'), (""Пом'яни"", 'O'), ('...', 'O'), ('свого', 'O'), ('Романа', 'B'), ('Господи', 'B')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
705 ,"LХХХVIІ, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('103', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('87', 'O'), ('см', 'O')]","[('Напис', 'O'), ('виконаний', 'O'), ('доволі', 'O'), ('великими', 'O'), ('літерами', 'O'), ('тож', 'O'), ('незважаючи', 'O'), ('на', 'O'), ('пошкод-', 'O'), ('ження', 'O'), ('тиньку', 'O'), ('його', 'O'), ('складові', 'O'), ('добре', 'O'), ('простежуються', 'O'), ('ііібогданііко\ue023инііахоіамі', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), (' ', 'O'), ('ІІІ', 'O'), ('Богдан(ъ', 'O'), ('ІІ', 'O'), ('Котин(ъ', 'O'), ('ІІ', 'O'), ('ахо', 'O'), ('І', 'O'), ('амі(нь', 'O'), ('Богдан', 'B'), ('Котін', 'I'), ('1670', 'O'), ('Амінь', 'O'), ('Прикметно', 'O'), ('що', 'O'), ('автор', 'O'), ('тексту', 'O'), ('розділяє', 'O'), ('слова', 'O'), ('вертикальними', 'O'), ('рисками', 'O'), ('кількість', 'O'), ('яких', 'O'), ('поступово', 'O'), ('зменшується', 'O'), ('в', 'O'), ('напрямку', 'O'), ('до', 'O'), ('кінця', 'O'), ('рядка', 'O'), ('Особа', 'O'), ('автора', 'O'), ('наразі', 'O'), ('не', 'O'), ('ідентифікована', 'O')]","[('1670', 'O'), ('р', 'O'), (';', 'O'), ('за', 'O'), ('прямим', 'O'), ('датуванням', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
706 ,"LХХХVIІ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('162', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Напис', 'O'), ('виконаний', 'O'), ('доволі', 'O'), ('великими', 'O'), ('літерами', 'O'), ('тож', 'O'), ('незважаючи', 'O'), ('на', 'O'), ('пошкод-', 'O'), ('ження', 'O'), ('тиньку', 'O'), ('його', 'O'), ('складові', 'O'), ('чітко', 'O'), ('простежуються', 'O'), ('Tut', 'O'), ('byl', 'O'), ('ja', 'O'), ('Moysky', 'O'), ('Тут', 'O'), ('був', 'O'), ('я', 'O'), ('Мойський', 'B'), ('Права', 'O'), ('частина', 'O'), ('напису', 'O'), ('знищена', 'O'), ('обвалом', 'O'), ('тиньку', 'O'), ('Можливо', 'O'), ('тут', 'O'), ('знаходилось', 'O'), ('осо-', 'O'), ('бове', 'O'), (""ім'я"", 'O'), ('автора', 'O'), ('Автор', 'O'), ('напису', 'O'), ('походив', 'O'), ('з', 'O'), ('родини', 'O'), ('Мойських', 'B'), ('герб', 'O'), ('Яструбець)189', 'B')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('фактом', 'O'), ('вжи-', 'O'), ('вання', 'O'), ('латиниці', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
707 ,"LХХХVIІ, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('80', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('398', 'O'), ('см', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('сильно', 'O'), ('пошкоджена', 'O'), ('подря-', 'O'), ('пинами', 'O'), ('та', 'O'), ('затерта', 'O'), ('права', 'O'), ('частина', 'O'), ('повністю', 'O'), ('знищена', 'O'), ('вибоями', 'O'), ('внаслідок', 'O'), ('чого', 'O'), ('більша', 'O'), ('частина', 'O'), ('його', 'O'), ('складових', 'O'), ('втрачена', 'O'), ('\ue023ꙋⷮ', 'O'), ('был', 'O'), ('сим-----', 'O'), ('хліо-----------', 'O'), ('З', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('верхній', 'O'), ('рядок', 'O'), ('напису', 'O'), ('можна', 'O'), ('реконструю-', 'O'), ('вати', 'O'), ('таким', 'O'), ('чином', 'O'), ('Тут', 'O'), ('был', 'O'), ('Сим[еонъ', 'O'), ('...', 'O'), ('Тут', 'O'), ('був', 'O'), ('Симон', 'B'), ('...', 'O')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
708 ,"LХХХVIІІ, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('153', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('пошкоджена', 'O'), ('вибоями', 'O'), ('та', 'O'), ('за-', 'O'), ('терта', 'O'), ('тож', 'O'), ('частина', 'O'), ('його', 'O'), ('складових', 'O'), ('не', 'O'), ('збереглась', 'O'), ('по---', 'O'), ('г͠и', 'O'), ('сидораана', 'O'), ('--', 'O'), ('юра\ue027аⷧи', 'O'), ('-', 'O'), ('ри-----', 'O'), ('З', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('По[мѧни', 'O'), ('Г(оспод)и', 'B'), ('Сидора', 'I'), ('Ана[ни]ю', 'O'), ('Ра\ue027аил[а', 'O'), ('Г]ри[гориѧ', 'O'), (""Пом'яни"", 'O'), ('Господи', 'B'), ('Сидора', 'B'), ('Ананію', 'B'), ('Рафаїла', 'B'), ('Григорія', 'B'), ('Зважаючи', 'O'), ('на', 'O'), ('колективний', 'O'), ('характер', 'O'), ('молитви', 'O'), ('та', 'O'), ('вживання', 'O'), ('у', 'O'), ('тексті', 'O'), ('тільки', 'O'), ('осо-', 'O'), ('бових', 'O'), ('імен', 'O'), ('кількох', 'O'), ('авторів', 'O'), ('доцільно', 'O'), ('припустити', 'O'), ('що', 'O'), ('в', 'O'), ('цьому', 'O'), ('написі', 'O'), ('згадуються', 'O'), ('ченці', 'O'), ('які', 'O'), ('в', 'O'), ('певний', 'O'), ('час', 'O'), ('та', 'O'), ('за', 'O'), ('певних', 'O'), ('обставин', 'O'), ('найвірогдніше', 'O'), ('як', 'O'), ('паломники', 'O'), ('відвідали', 'O'), ('Софійський', 'B'), ('собор', 'I'), ('та', 'O'), ('молились', 'O'), ('у', 'O'), ('його', 'O'), ('стінах', 'O')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
709 ,"LХХХVIІІ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('138', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Незважаючи', 'O'), ('на', 'O'), ('пошкодження', 'O'), ('поверхні', 'O'), ('фрески', 'O'), ('напис', 'O'), ('в', 'O'), ('цілому', 'O'), ('зберігся', 'O'), ('доволі', 'O'), ('добре', 'O'), ('-омен\ue01fгⷣ\ue003\ue01fрабꙋсвоюѯѣ-\ue01fю\ue01fрабꙋсвоюꙍгаф\ue01fю', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('П]омени', 'O'), ('Г(оспо)ди', 'O'), ('рабꙋ', 'O'), ('свою', 'O'), ('Ѯѣ[н]ию', 'O'), ('и', 'O'), ('рабꙋ', 'O'), ('свою', 'O'), ('Ꙍгафию', 'O'), (""Пом'яни"", 'O'), ('Господи', 'B'), ('рабу', 'O'), ('свою', 'O'), ('Ксенію', 'B'), ('та', 'O'), ('рабу', 'O'), ('свою', 'O'), ('Огафію', 'B')]","[('Перша', 'O'), ('чверть', 'O'), ('XІV', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('б', 'O'), ('з', 'O'), ('виступом', 'O'), ('зверху', 'O'), ('в', 'O'), ('з', 'O'), ('переломом', 'O'), ('при', 'O'), ('щоглі', 'O'), ('и', 'O'), ('з', 'O'), ('горизонтальною', 'O'), ('перемичкою', 'O'), ('криволінійної', 'O'), ('р', 'O'), ('з', 'O'), ('округлою', 'O'), ('петлею', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
710 ,"LХХХІХ, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('163,5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('виконаного', 'O'), ('дуже', 'O'), ('дрібним', 'O'), ('почерком', 'O'), ('напису', 'O'), ('сильно', 'O'), ('пошкоджена', 'O'), ('та', 'O'), ('затерта', 'O'), ('внаслідок', 'O'), ('чого', 'O'), ('частина', 'O'), ('його', 'O'), ('складових', 'O'), ('не', 'O'), ('простежується', 'O'), ('або', 'O'), ('ідентифікується', 'O'), ('не', 'O'), ('зовсім', 'O'), ('впевнено', 'O'), ('рокꙋ', 'O'), ('҂', 'B'), ('а͠͠хн͠е', 'I'), ('-', 'I'), ('юнꙗ\ue027҃іднꙗбылт', 'I'), ('--', 'O'), ('н----------------по', 'O'), ('-', 'O'), ('ис---', 'O'), ('а', 'O'), ('-', 'O'), ('юоп', 'O'), ('--', 'O'), ('оꙗшор', 'O'), ('-', 'O'), ('до', 'O'), ('--', 'O'), ('м----------------пор--------------', 'O'), ('Зважаючи', 'O'), ('на', 'O'), ('значні', 'O'), ('втрати', 'O'), ('впевненій', 'O'), ('реконструкції', 'O'), ('підлягає', 'O'), ('тільки', 'O'), ('початок', 'O'), ('верхнього', 'O'), ('рядка', 'O'), ('напису', 'O'), ('Рокꙋ', 'B'), ('҂', 'I'), ('ах͠не', 'I'), ('и]юнꙗ', 'O'), ('\ue027͠і', 'O'), ('днꙗ', 'O'), ('был', 'O'), ('т[ут', 'O'), ('...', 'O'), ('Року', 'O'), ('1655-го', 'O'), ('червня', 'O'), ('19-го', 'O'), ('дня', 'O'), ('був', 'O'), ('тут', 'O'), ('...', 'O')]","[('1655', 'O'), ('р', 'O'), (';', 'O'), ('за', 'O'), ('прямим', 'O'), ('датуванням', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
711 ,"LХХХІХ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('420', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Ліва', 'O'), ('верхня', 'O'), ('частина', 'O'), ('обведеного', 'O'), ('рамкою', 'O'), ('напису', 'O'), ('знищена', 'O'), ('обвалом', 'O'), ('тиньку', 'O'), ('проте', 'O'), ('збереженість', 'O'), ('його', 'O'), ('складових', 'O'), ('доволі', 'O'), ('добра', 'O'), ('вони', 'O'), ('чітко', 'O'), ('читаються', 'O'), ('----ηθη', 'O'), ('---σον', 'O'), ('δουλον', 'O'), ('κυρια', 'B'), ('κονα', 'B'), ('μην', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('Κ(υριε', 'O'), ('βο]ηθη', 'O'), ('τον', 'O'), ('σον', 'O'), ('δουλον', 'O'), ('Κυριακον', 'O'), ('αμην', 'O'), ('Κύριε', 'O'), ('βοήθει', 'O'), ('τόν', 'O'), ('σόν', 'O'), ('δοῦλον', 'O'), ('Κυριακόν', 'B'), ('ἀμήν', 'O'), ('Господи', 'B'), ('поможи', 'O'), ('рабу', 'O'), ('своєму', 'O'), ('Киріяку', 'O'), ('амінь', 'O'), ('Особливості', 'O'), ('розташування', 'O'), ('напису', 'O'), ('-', 'O'), ('графіті', 'O'), ('не', 'O'), ('лишають', 'O'), ('сумніву', 'O'), ('в', 'O'), ('тому', 'O'), ('що', 'O'), ('його', 'O'), ('було', 'O'), ('нанесено', 'O'), ('під', 'O'), ('час', 'O'), ('виконання', 'O'), ('оздоблювальних', 'O'), ('робіт', 'O'), ('у', 'O'), ('хрещальні', 'O'), ('коли', 'O'), ('тут', 'O'), ('стояло', 'O'), ('риштування', 'O'), ('та', 'O'), ('розписувалась', 'O'), ('верхня', 'O'), ('частина', 'O'), ('композиції', 'O'), ('""', 'O'), ('Сорок', 'O'), ('мучеників', 'O'), ('Севас-', 'O'), ('тійських', 'O'), ('""', 'O'), ('що', 'O'), ('складалась', 'O'), ('з', 'O'), ('мандорли', 'O'), ('із', 'O'), ('зображенням', 'O'), ('Ісуса', 'B'), ('Христа', 'I'), ('у', 'O'), ('центрі', 'O'), ('зверху', 'O'), ('та', 'O'), ('вінців', 'O'), ('мучеників', 'O'), ('обабіч', 'O'), ('неї', 'O'), ('нижче', 'O'), ('Вивчення', 'O'), ('стиків', 'O'), ('фрескової', 'O'), ('штукатурки', 'O'), ('так', 'O'), ('званих', 'O'), ('""', 'O'), ('швів', 'O'), ('денної', 'O'), ('роботи', 'O'), ('""', 'O'), ('показує', 'O'), ('що', 'O'), ('настил', 'O'), ('риштування', 'O'), ('проходив', 'O'), ('на', 'O'), ('висоті', 'O'), ('трохи', 'O'), ('більше', 'O'), ('двох', 'O'), ('метрів', 'O'), ('від', 'O'), ('сучасної', 'O'), ('поверхні', 'O'), ('підлоги190', 'O'), ('Відтак', 'O'), ('напис', 'O'), ('міг', 'O'), ('бути', 'O'), ('виконаний', 'O'), ('автором', 'O'), ('тільки', 'O'), ('тоді', 'O'), ('коли', 'O'), ('він', 'O'), ('знаходився', 'O'), ('на', 'O'), ('риштуванні', 'O'), ('Найвірогідніше', 'O'), ('виконання', 'O'), ('цього', 'O'), ('запису', 'O'), ('засвідчує', 'O'), ('завершення', 'O'), ('роботи', 'O'), ('автора', 'O'), ('над', 'O'), ('верхньою', 'O'), ('частиною', 'O'), ('фрески', 'O'), ('та', 'O'), ('прохання', 'O'), ('Господньої', 'B'), ('допомоги', 'I'), ('у', 'O'), ('подальшій', 'O'), ('роботі', 'O'), ('для', 'O'), ('завершення', 'O'), ('усієї', 'O'), ('композиції', 'O'), ('–', 'O'), ('зображенні', 'O'), ('самих', 'O'), ('мучеників', 'O'), ('на', 'O'), ('озері', 'O'), ('та', 'O'), ('лазні', 'O'), ('у', 'O'), ('правій', 'O'), ('частині', 'O'), ('фрески', 'O'), ('для', 'O'), ('одного', 'O'), ('з', 'O'), ('відступників', 'O'), ('Композиція', 'O'), ('ця', 'O'), ('виконувалась', 'O'), ('у', 'O'), ('два', 'O'), ('етапи', 'O'), ('з', 'O'), ('перспективою', 'O'), ('від', 'O'), ('ближчого', 'O'), ('до', 'O'), ('глядача', 'O'), ('лівого', 'O'), ('кута', 'O'), ('фрески', 'O'), ('до', 'O'), ('відділених', 'O'), ('від', 'O'), ('нього', 'O'), ('постатей', 'O'), ('з', 'O'), ('винесенням', 'O'), ('на', 'O'), ('передній', 'O'), ('план', 'O'), ('сюжету', 'O'), ('з', 'O'), ('відступником', 'O'), ('від', 'O'), ('сорока', 'O'), ('який', 'O'), ('тікає', 'O'), ('до', 'O'), ('лазні', 'O'), ('Саме', 'O'), ('цим', 'O'), ('композиційним', 'O'), ('рішенням', 'O'), ('на', 'O'), ('мою', 'O'), ('думку', 'O'), ('слід', 'O'), ('поясню-', 'O'), ('вати', 'O'), ('певні', 'O'), ('відмінності', 'O'), ('особливостях', 'O'), ('виконання', 'O'), ('двох', 'O'), ('ділянок', 'O'), ('нижньої', 'O'), ('частини', 'O'), ('фрески', 'O'), ('а', 'O'), ('не', 'O'), ('виконанням', 'O'), ('двома', 'O'), ('майстрами', 'O'), ('незалежно', 'O'), ('один', 'O'), ('від', 'O'), ('одного', 'O'), ('які', 'O'), ('навіть', 'O'), ('не', 'O'), ('намагалися', 'O'), ('узгодити', 'O'), ('свою', 'O'), ('роботу191', 'O'), ('На', 'O'), ('сьогоднішній', 'O'), ('день', 'O'), ('це', 'O'), ('вже', 'O'), ('другий', 'O'), ('автограф', 'O'), ('художника', 'O'), ('-', 'O'), ('фрескіста', 'O'), ('який', 'O'), ('роз-', 'O'), ('писував', 'O'), ('Софійський', 'B'), ('собор', 'I'), ('Інша', 'O'), ('молитва', 'O'), ('майстра', 'O'), ('–', 'O'), ('Георгія', 'B'), ('знаходиться', 'O'), ('у', 'O'), ('Михай-', 'B'), ('лівському', 'O'), ('приділі', 'O'), ('Святої', 'B'), ('Софії', 'I'), ('на', 'O'), ('фресці', 'O'), ('з', 'O'), ('образом', 'O'), ('Чесного', 'O'), ('Хреста192', 'O')]","[('Друге', 'O'), ('десятиліття', 'O'), ('ХІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('особливостями', 'O'), ('розташування', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
712 ,"ХС, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('131', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслені', 'O'), ('літери', 'O'), ('ИИИИ', 'O')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Абетки', 'O'), ('склади', 'O'), ('та', 'O'), ('окремі', 'O'), ('літери', 'O')]"
713 ,"ХС, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('81,5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('схематичний', 'O'), ('малюнок', 'O'), ('коня', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Зооморфні', 'O'), ('зображення', 'O')]"
714 ,"ХС, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('135', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслена', 'O'), ('монограма', 'O'), ('ПІ', 'O'), ('та', 'O'), ('на', 'O'), ('деякій', 'O'), ('відстані', 'O'), ('літери', 'O'), ('АМѢ', 'O'), ('схематичний', 'O'), ('малюнок', 'O'), ('коня', 'O')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Абетки', 'O'), ('склади', 'O'), ('та', 'O'), ('окремі', 'O'), ('літери', 'O')]"
